101,2,1,2,3,0,3,2,3,3,3,3,2,3,2
102,2,1,1,3,2,2,1,3,3,2,2,1,2,1
103,1,1,0,2,1,2,1,2,2,1,1,0,1,0
104,2,2,2,2,1,3,2,3,2,3,3,2,3,3
105,1,1,1,1,0,2,1,2,1,2,2,1,2,2
106,1,1,0,2,2,2,1,2,2,1,1,0,1,1
107,2,2,1,2,1,2,1,2,2,2,2,1,2,2
108,1,1,1,2,0,3,2,2,2,2,2,1,2,2
109,1,1,0,2,2,2,1,2,2,1,1,0,1,1
110,2,2,1,2,1,2,1,2,2,2,2,1,2,2
111,1,1,1,2,0,3,2,2,2,2,2,1,2,2
112,1,1,1,2,2,2,1,2,2,1,1,0,1,1
113,1,1,1,1,1,2,1,1,1,2,2,1,2,2
114,0,0,0,1,1,2,1,1,1,1,1,0,1,1
115,1,1,1,1,1,2,1,1,1,2,2,1,2,2
116,0,0,0,1,1,2,1,1,1,1,1,0,1,1
117,1,1,1,1,1,2,1,1,1,2,2,1,2,2
118,0,0,0,1,1,2,1,1,1,1,1,0,1,1
119,1,1,1,1,1,2,1,1,1,2,2,1,2,2
120,0,0,0,1,1,2,1,1,1,1,1,0,1,1
121,1,1,1,1,1,2,1,1,1,2,2,1,2,2
122,0,0,0,1,1,2,1,1,1,1,1,0,1,1
123,1,1,1,1,1,2,1,2,1,2,2,1,2,2
124,0,0,0,1,1,2,1,1,1,1,1,0,1,1
125,1,1,1,1,1,2,1,2,1,2,2,1,2,2
126,0,0,0,1,1,2,1,1,1,1,1,0,1,1
127,1,0,1,1,1,2,1,2,1,2,2,0,2,2
128,0,0,0,1,1,2,1,1,1,1,1,0,1,1
129,1,1,1,1,1,2,1,2,2,2,2,1,2,2
130,0,0,0,1,1,2,1,1,1,1,1,0,1,1
131,1,0,1,1,1,2,1,2,2,2,2,0,2,2
132,0,0,0,1,1,2,1,1,1,1,1,0,1,1
133,0,0,0,1,1,2,0,1,1,1,1,0,1,1
134,1,1,0,1,1,1,1,2,1,2,2,2,1,1
135,0,0,1,2,2,2,0,1,2,1,1,1,2,2
136,0,0,1,1,1,1,2,2,2,2,2,1,2,2
137,0,0,1,2,2,2,1,1,2,1,1,0,2,2
138,0,0,0,1,1,1,0,0,1,0,0,0,1,1
139,4,4,3,1,1,1,3,4,3,4,4,5,3,4
140,4,3,4,4,3,3,2,3,3,3,3,4,5,5
141,3,2,3,4,3,3,1,2,2,2,2,3,4,4
142,2,1,2,3,3,2,0,1,2,1,1,2,3,3
143,2,2,1,2,2,1,1,1,2,1,1,2,2,2
144,1,1,1,1,1,0,0,1,2,1,1,1,2,2
145,0,1,0,1,1,0,1,1,1,1,1,2,1,1
146,0,1,1,2,2,1,0,1,0,1,1,1,2,2
147,1,2,1,2,2,0,2,2,2,2,1,3,1,1
148,0,1,1,2,1,1,1,1,1,1,1,2,2,2
149,0,0,0,1,1,0,0,0,0,0,0,1,1,1
150,5,5,3,2,2,0,4,5,3,5,4,5,3,4
151,4,4,4,4,3,3,3,4,2,4,3,4,5,5
152,3,3,3,4,3,3,2,3,2,3,3,3,4,4
153,2,2,2,3,3,2,1,2,2,2,2,3,3,3
154,1,1,1,2,2,1,1,1,1,1,1,2,2,2
155,0,0,0,1,1,0,0,0,0,0,0,1,1,1
156,5,5,4,2,4,0,4,5,4,5,4,5,3,4
157,4,4,4,4,4,3,3,4,3,4,3,4,5,5
158,3,3,3,4,3,3,2,3,2,3,3,3,4,4
159,2,2,2,3,2,2,1,2,1,2,2,3,3,3
160,1,1,1,2,2,1,1,1,1,1,1,2,2,2
161,0,0,0,1,1,1,0,0,0,0,0,1,1,1
